STRESS  0.00000E+00   270  5  0.00000E+00 -3.67508E-02 -8.21062E-01  1.76328E-02
STRESS  0.00000E+00   272  5  0.00000E+00 -1.90445E-02 -4.61528E-01 -2.75280E-02
STRESS  0.00000E+00   278  5  0.00000E+00  5.66381E-02 -2.61610E-01 -4.95705E-02
STRESS  0.00000E+00   280  5  0.00000E+00  1.48276E-01 -1.45829E-01 -5.94716E-02
STRESS  0.00000E+00   302  5  0.00000E+00  2.38223E-01 -7.74644E-02 -6.26246E-02
STRESS  0.00000E+00   304  5  0.00000E+00  3.20533E-01 -3.62202E-02 -6.23425E-02
STRESS  0.00000E+00   310  5  0.00000E+00  3.94190E-01 -1.08523E-02 -6.03648E-02
STRESS  0.00000E+00   312  5  0.00000E+00  4.59050E-01  4.55098E-03 -5.75718E-02
STRESS  0.00000E+00   370  5  0.00000E+00  5.40901E-01  1.93999E-02 -4.83535E-02
STRESS  0.00000E+00   372  5  0.00000E+00  6.23236E-01  3.01460E-02 -3.68438E-02
STRESS  0.00000E+00   378  5  0.00000E+00  6.86643E-01  3.49270E-02 -2.84004E-02
STRESS  0.00000E+00   380  5  0.00000E+00  7.36011E-01  3.71475E-02 -2.21421E-02
STRESS  0.00000E+00   394  5  0.00000E+00  7.74801E-01  3.82721E-02 -1.72913E-02
STRESS  0.00000E+00   396  5  0.00000E+00  8.05625E-01  3.76343E-02 -1.34120E-02
STRESS  0.00000E+00   440  5  0.00000E+00  8.40830E-01  3.97125E-02 -1.39398E-02
STRESS  0.00000E+00   441  5  0.00000E+00  8.55833E-01  3.69290E-02 -2.10485E-02
STRESS  0.00000E+00    94  5  0.00000E+00  8.79727E-01  3.98330E-02 -1.39521E-02
STRESS  0.00000E+00    96  5  0.00000E+00  9.03147E-01  4.07169E-02 -1.01877E-02
STRESS  0.00000E+00   102  5  0.00000E+00  9.20334E-01  4.06374E-02 -7.61216E-03
STRESS  0.00000E+00   104  5  0.00000E+00  9.33539E-01  3.94307E-02 -5.99758E-03
STRESS  0.00000E+00   110  5  0.00000E+00  9.44289E-01  3.67956E-02 -5.05409E-03
STRESS  0.00000E+00   112  5  0.00000E+00  9.53720E-01  3.25382E-02 -4.61325E-03
STRESS  0.00000E+00   118  5  0.00000E+00  9.62660E-01  2.66600E-02 -4.50994E-03
STRESS  0.00000E+00   120  5  0.00000E+00  9.71582E-01  1.95622E-02 -4.52869E-03
STRESS  0.00000E+00   126  5  0.00000E+00  9.80465E-01  1.22426E-02 -4.39544E-03
STRESS  0.00000E+00   128  5  0.00000E+00  9.88729E-01  6.36364E-03 -3.84158E-03
STRESS  0.00000E+00   134  5  0.00000E+00  9.95340E-01  4.06263E-03 -2.71122E-03
STRESS  0.00000E+00   136  5  0.00000E+00  9.99122E-01  7.55166E-03 -1.01832E-03
STRESS  0.00000E+00   206  5  0.00000E+00  2.74227E+00  1.61333E-01 -1.08590E-01
STRESS  0.00000E+00   205  5  0.00000E+00  2.19754E+00  3.20303E-01 -4.74950E-02
STRESS  0.00000E+00   202  5  0.00000E+00  1.86479E+00  3.72362E-01 -1.35182E-02
STRESS  0.00000E+00   201  5  0.00000E+00  1.65026E+00  3.76057E-01  5.87388E-03
STRESS  0.00000E+00   190  5  0.00000E+00  1.50741E+00  3.58388E-01  1.65872E-02
STRESS  0.00000E+00   189  5  0.00000E+00  1.40846E+00  3.32057E-01  2.22671E-02
STRESS  0.00000E+00   186  5  0.00000E+00  1.33710E+00  3.03132E-01  2.52218E-02
STRESS  0.00000E+00   185  5  0.00000E+00  1.28438E+00  2.74302E-01  2.66398E-02
STRESS  0.00000E+00   184  5  0.00000E+00  1.22927E+00  2.32675E-01  2.46599E-02
STRESS  0.00000E+00   183  5  0.00000E+00  1.17670E+00  1.89202E-01  2.06464E-02
STRESS  0.00000E+00   180  5  0.00000E+00  1.14186E+00  1.52681E-01  1.71149E-02
STRESS  0.00000E+00   179  5  0.00000E+00  1.11698E+00  1.22167E-01  1.42195E-02
STRESS  0.00000E+00   168  5  0.00000E+00  1.09780E+00  9.66348E-02  1.17305E-02
STRESS  0.00000E+00   167  5  0.00000E+00  1.08267E+00  7.52254E-02  9.25450E-03
STRESS  0.00000E+00   399  5  0.00000E+00  1.06393E+00  4.75460E-02  1.18079E-02
STRESS  0.00000E+00   397  5  0.00000E+00  1.05286E+00  3.93726E-02  1.57035E-02
STRESS  0.00000E+00     8  5  0.00000E+00  1.02736E+00  1.93509E-02  1.11595E-02
STRESS  0.00000E+00     7  5  0.00000E+00  9.79620E-01  3.95974E-03  4.76187E-03
