FEAP : CIRCULAR HOLE SUBJECTED TO TENSION: FINE MESH
  487  441    1    2    2    4    4    1    5    0    0    0     
COOR 
    1    0    0.5000    0.0000
    2    0    0.4976    0.0490
    3    0    0.4905    0.0976
    4    0    0.4786    0.1452
    5    0    0.4622    0.1915
    6    0    0.4413    0.2359
    7    0    0.4161    0.2781
    8    0    0.3869    0.3176
    9    0    0.3536    0.3536
   10    0    0.3172    0.3865
   11    0    0.2778    0.4157
   12    0    0.2357    0.4410
   13    0    0.1914    0.4619
   14    0    0.1452    0.4785
   15    0    0.0976    0.4904
   16    0    0.0490    0.4976
   17    0    0.0000    0.5000
   18    0    0.0000    0.5625
   19    0    0.0000    0.6250
   20    0    0.5625    0.0000
   21    0    0.5595    0.0583
   22    0    0.5542    0.1164
   23    0    0.5429    0.1734
   24    0    0.5293    0.2297
   25    0    0.5103    0.2837
   26    0    0.4892    0.3366
   27    0    0.4629    0.3864
   28    0    0.4344    0.4344
   29    0    0.3861    0.4626
   30    0    0.3363    0.4889
   31    0    0.2835    0.5100
   32    0    0.2296    0.5291
   33    0    0.1735    0.5437
   34    0    0.1164    0.5541
   35    0    0.0583    0.5595
   36    0    0.0676    0.6214
   37    0    0.0000    0.6875
   38    0    0.0771    0.6851
   39    0    0.0000    0.7500
   40    0    0.6250    0.0000
   41    0    0.6215    0.0676
   42    0    0.6179    0.1352
   43    0    0.6073    0.2018
   44    0    0.5967    0.2684
   45    0    0.5795    0.3317
   46    0    0.5623    0.3950
   47    0    0.5389    0.4553
   48    0    0.5152    0.5152
   49    0    0.4550    0.5386
   50    0    0.3948    0.5621
   51    0    0.3316    0.5793
   52    0    0.2683    0.5966
   53    0    0.2021    0.6091
   54    0    0.1352    0.6179
   55    0    0.1542    0.6815
   56    0    0.0000    0.8125
   57    0    0.0867    0.7488
   58    0    0.1731    0.7453
   59    0    0.0963    0.8113
   60    0    0.0000    0.8750
   61    0    0.6875    0.0000
   62    0    0.6851    0.0771
   63    0    0.6815    0.1541
   64    0    0.6733    0.2306
   65    0    0.6639    0.3070
   66    0    0.6501    0.3804
   67    0    0.6353    0.4536
   68    0    0.6163    0.5251
   69    0    0.5961    0.5961
   70    0    0.5250    0.6162
   71    0    0.4534    0.6352
   72    0    0.3803    0.6500
   73    0    0.3070    0.6638
   74    0    0.2307    0.6742
   75    0    0.2594    0.7394
   76    0    0.1058    0.8738
   77    0    0.1924    0.8089
   78    0    0.2884    0.8042
   79    0    0.2117    0.8726
   80    0    0.0000    0.9375
   81    0    0.1154    0.9368
   82    0    0.0000    1.0000
   83    0    0.7500    0.0000
   84    0    0.7488    0.0867
   85    0    0.7453    0.1731
   86    0    0.7394    0.2594
   87    0    0.7311    0.3457
   88    0    0.7208    0.4291
   89    0    0.7084    0.5121
   90    0    0.6937    0.5950
   91    0    0.6770    0.6770
   92    0    0.5950    0.6937
   93    0    0.5121    0.7083
   94    0    0.4291    0.7208
   95    0    0.3457    0.7311
   96    0    0.3845    0.7983
   97    0    0.2307    0.9361
   98    0    0.3174    0.8690
   99    0    0.4231    0.8655
  100    0    0.3463    0.9345
  101    0    0.0000    1.1250
  102    0    0.1250    1.0000
  103    0    0.2500    1.0000
  104    0    0.1250    1.1250
  105    0    0.0000    1.2500
  106    0    0.8125    0.0000
